customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00841,Female,0,No,No,32,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),77.99,2272.23,No
C00842,Male,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.19,781.86,No
C00843,Male,0,No,Yes,17,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,41.22,524.15,No
C00844,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.09,18.0,Yes
C00845,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.9,504.46,Yes
C00846,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,64.88,1834.65,No
C00847,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),25.98,18.0,No
C00848,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,83.65,385.02,Yes
C00849,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,54.83,549.05,No
C00850,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,66.89,554.62,No
C00851,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,48.01,18.0,Yes
C00852,Male,1,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.37,130.6,Yes
C00853,Male,1,No,No,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),44.77,434.11,No
C00854,Male,1,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.91,1521.19,No
C00855,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),59.95,353.43,Yes
C00856,Male,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.13,1181.04,No
C00857,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.82,39.07,Yes
C00858,Female,0,Yes,No,35,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,60.18,2303.36,No
C00859,Male,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),27.92,28.65,Yes
C00860,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,74.72,5376.66,No
C00861,Male,0,No,Yes,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,46.26,1853.84,No
C00862,Female,1,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.95,99.98,Yes
C00863,Female,0,No,No,7,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,29.68,187.01,Yes
C00864,Female,0,Yes,No,33,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,48.91,1702.42,No
C00865,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,28.2,1905.58,No
C00866,Male,1,Yes,No,18,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,37.42,779.84,No
C00867,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),87.13,2156.03,No
C00868,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.67,220.94,No
C00869,Female,1,No,No,15,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,98.39,1455.58,Yes
C00870,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.56,158.73,Yes
C00871,Female,0,No,No,13,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,47.06,590.65,No
C00872,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.59,18.0,Yes
C00873,Male,0,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.08,149.9,Yes
C00874,Female,0,No,No,36,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.02,1856.62,No
C00875,Male,0,Yes,No,36,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.68,989.75,No
C00876,Female,1,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.11,605.18,No
C00877,Female,1,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.32,6123.87,No
C00878,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),45.9,702.73,Yes
C00879,Male,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),64.94,1233.6,No
C00880,Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,61.27,2483.85,Yes
C00881,Female,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.85,3213.87,Yes
C00882,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,19.17,1494.96,No
C00883,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),34.97,18.0,Yes
C00884,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,54.98,18.0,Yes
C00885,Male,0,No,Yes,32,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,53.53,1775.03,No
C00886,Male,1,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,37.12,371.83,No
C00887,Female,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),54.56,18.0,Yes
C00888,Female,0,No,Yes,28,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),34.63,740.89,Yes
C00889,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,53.0,1017.03,Yes
C00890,Male,0,No,No,14,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,80.87,1301.45,No
C00891,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.18,921.3,Yes
C00892,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.99,533.52,Yes
C00893,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,43.29,43.44,No
C00894,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.8,388.11,No
C00895,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,18.0,No
C00896,Female,0,No,No,66,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),55.23,3742.78,No
C00897,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,82.05,562.03,No
C00898,Male,1,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.56,1152.93,No
C00899,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,76.3,1359.62,No
C00900,Male,1,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,231.37,No
C00901,Female,0,No,No,11,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.59,506.09,Yes
C00902,Female,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,68.01,570.28,Yes
C00903,Male,0,No,No,22,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.86,1233.63,Yes
C00904,Male,0,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),40.95,670.16,No
C00905,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.85,1364.72,No
C00906,Female,0,No,No,17,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,54.01,1018.0,No
C00907,Male,0,Yes,No,35,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,37.26,1516.37,No
C00908,Male,0,No,No,29,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.04,2081.39,Yes
C00909,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),59.18,162.14,No
C00910,Male,0,Yes,Yes,53,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.68,2179.62,No
C00911,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,55.89,2617.74,No
C00912,Male,0,No,No,72,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,79.09,5943.74,No
C00913,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.33,116.21,No
C00914,Female,0,No,No,60,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.22,3564.24,No
C00915,Female,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.46,3957.79,No
C00916,Female,1,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.05,2541.25,No
C00917,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.36,1211.18,No
C00918,Female,0,Yes,No,72,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,38.15,2596.34,No
C00919,Female,1,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.94,1915.55,No
C00920,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.16,639.6,No
C00921,Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.13,425.25,No
C00922,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,58.13,3332.05,Yes
C00923,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),53.08,18.0,No
C00924,Male,0,No,Yes,10,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),41.04,170.93,Yes
C00925,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.21,5717.07,No
C00926,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.75,1683.58,No
C00927,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,1432.88,No
C00928,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),36.97,1108.87,No
C00929,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),51.03,667.05,No
C00930,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.63,6740.72,No
C00931,Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,59.44,1060.02,No
C00932,Male,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.18,1436.41,No
C00933,Male,0,Yes,No,26,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,111.92,2701.96,Yes
C00934,Female,1,Yes,Yes,8,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.96,432.7,Yes
C00935,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.45,18.0,No
C00936,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.27,373.48,No
C00937,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,102.23,2660.86,Yes
C00938,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),43.02,383.02,No
C00939,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,326.97,No
C00940,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,68.8,2217.34,Yes
C00941,Male,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,47.73,2190.17,No
C00942,Female,0,No,Yes,1,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,48.84,18.0,No
C00943,Male,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),56.29,1610.76,No
C00944,Male,1,No,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,46.61,47.82,Yes
C00945,Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,44.7,18.0,No
C00946,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,42.1,477.35,Yes
C00947,Female,0,No,No,33,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.44,891.96,No
C00948,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,52.8,18.0,Yes
C00949,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,57.71,265.66,Yes
C00950,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.67,219.62,Yes
C00951,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.36,1684.41,No
C00952,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,62.09,4444.45,No
C00953,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.05,18.0,No
C00954,Male,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,81.79,776.71,Yes
C00955,Male,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1133.0,No
C00956,Female,1,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,56.07,304.86,No
C00957,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.21,148.15,Yes
C00958,Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),44.91,53.43,No
C00959,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,83.82,5813.27,No
C00960,Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.37,2913.39,No
C00961,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,87.89,670.37,Yes
C00962,Female,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,18.0,No
C00963,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),87.57,6262.69,No
C00964,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),64.09,806.68,No
C00965,Male,0,Yes,No,29,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,70.25,1911.72,No
C00966,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,159.25,Yes
C00967,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,92.76,4225.91,Yes
C00968,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),58.65,588.65,No
C00969,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.23,2933.5,No
C00970,Female,0,Yes,No,8,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,37.6,289.51,Yes
C00971,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,64.4,164.75,No
C00972,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,79.39,1554.09,Yes
C00973,Male,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),58.23,3020.85,No
C00974,Female,0,No,Yes,15,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,47.47,775.41,No
C00975,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.71,118.36,No
C00976,Female,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),42.84,836.15,No
C00977,Female,1,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.79,2574.73,No
C00978,Female,0,Yes,Yes,43,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),34.45,1712.34,No
C00979,Female,0,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),46.28,854.5,No
C00980,Female,0,Yes,No,3,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,36.22,109.65,Yes
C00981,Female,0,No,Yes,28,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,65.05,1664.37,Yes
C00982,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,18.0,No
C00983,Male,1,Yes,No,72,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,32.18,2300.25,No
C00984,Female,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.31,1066.1,Yes
C00985,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.82,1634.62,Yes
C00986,Female,0,No,No,11,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,71.51,609.01,Yes
C00987,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,172.1,No
C00988,Female,0,Yes,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,25.96,889.09,No
C00989,Female,0,No,Yes,11,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),36.29,218.75,No
C00990,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.07,1462.2,No
C00991,Female,0,Yes,Yes,18,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,44.17,736.88,No
C00992,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.89,57.84,No
C00993,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,78.22,305.88,Yes
C00994,Female,0,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),18.0,226.47,No
C00995,Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),48.5,18.0,No
C00996,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,74.29,1414.94,No
C00997,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,100.98,2651.73,Yes
C00998,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,51.35,824.21,No
C00999,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),56.22,2274.55,No
C01000,Female,0,Yes,No,36,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,48.85,1461.84,No
C01001,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,42.13,3004.68,No
C01002,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.81,1159.25,Yes
C01003,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,51.57,1250.35,Yes
C01004,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,18.0,Yes
C01005,Male,0,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.13,965.66,Yes
C01006,Female,0,No,Yes,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.88,18.0,Yes
C01007,Male,0,No,No,37,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),42.09,1822.13,No
C01008,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.01,1182.34,Yes
C01009,Female,0,Yes,Yes,24,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),40.97,996.17,No
C01010,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.4,201.44,No
C01011,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.63,842.95,No
C01012,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,65.24,1332.85,No
C01013,Male,0,No,No,21,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,68.78,1276.77,Yes
C01014,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),44.27,3098.76,No
C01015,Female,0,No,No,39,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,43.37,1643.27,Yes
C01016,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,61.98,606.23,Yes
C01017,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,72.95,1629.42,Yes
C01018,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,56.75,1084.21,No
C01019,Male,0,No,No,50,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,35.68,1870.37,No
C01020,Male,0,No,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,44.77,2498.4,No
C01021,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,215.49,No
C01022,Female,0,Yes,Yes,55,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.61,4127.46,Yes
C01023,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),78.75,363.21,No
